0	Unclassified
4071	k__Bacteria
173	k__Bacteria	p__Bacillota
209	k__Bacteria	p__Bacillota	c__Bacilli
1184	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales
3803	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae
99	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Ectobacillus
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._B4EP4a
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._B2-WWTP-C-10-Post-4
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._22-7
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._28A-2
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._V3
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._NTK074B
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._NTK071
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._ISL-40
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._ISL-41
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._ISL-45
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._ISL-57
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._ISL-77
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._ISL-8
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._AF23
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._SPARC3
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._LJBS17
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._YC2
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._T17B1
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._ZJS3
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._H8-1
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._Cr_A10
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._LS15-K4
261	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group
249	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus
74	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_thuringiensis
70	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_manliponensis
69	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_pseudomycoides
11	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._BfR-BA-01380
4	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._N12
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_sp._SH7-1
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_sp._SH5-2
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._N21
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_sp._BPN334
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_sp._AR2-1
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_sp._AY1-10
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._BfR-BA-01309
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._BfR-BA-01310
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._BfR-BA-01492
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._TH204-1LC
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._BY8-1LC
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._BY17LC
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cereus_group_sp._BY142LC
31	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_toyonensis
29	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_mycoides
15	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_wiedmannii
10	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_gaemokensis
9	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_cytotoxicus
7	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_anthracis
7	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_clarus
5	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_bombysepticus
5	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_mobilis
5	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_paramycoides
4	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_hominis
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_paranthracis
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_luti
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_pacificus
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_tropicus
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_albus
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cereus_group	s__Bacillus_nitratireducens
16	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group
27	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_amyloliquefaciens_group
40	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_amyloliquefaciens_group	s__Bacillus_amyloliquefaciens
11	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_amyloliquefaciens_group	s__Bacillus_velezensis
51	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_subtilis
17	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_paralicheniformis
8	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_atrophaeus
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_sonorensis
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_inaquosorum
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_licheniformis
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_vallismortis
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_spizizenii
0	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_mojavensis_subgroup
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_mojavensis_subgroup	s__Bacillus_mojavensis
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_subtilis_group	s__Bacillus_mojavensis_subgroup	s__Bacillus_halotolerans
133	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_taeanensis
127	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_benzoevorans
124	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_methanolicus
100	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_badius
94	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_tuaregi
88	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_marasmi
0	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_altitudinis_complex
51	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_altitudinis_complex	s__Bacillus_stratosphericus
30	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_altitudinis_complex	s__Bacillus_altitudinis
63	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__uncultured_Bacillus_sp.
45	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_dakarensis
41	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_pakistanensis
37	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_salipaludis
34	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_massilionigeriensis
28	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_thermotolerans
27	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_timonensis
26	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_canaveralius
26	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_aerolatus
26	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_aquiflavi
23	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_dafuensis
22	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_infantis
21	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_xiapuensis
20	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_bingmayongensis
18	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_smithii
18	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_rhizoplanae
17	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_renqingensis
16	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_massiliigorillae
16	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_massiliigabonensis
16	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_yapensis
14	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sinesaloumensis
13	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_alveayuensis
13	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_tianshenii
13	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_mediterraneensis
12	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_solitudinis
12	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_arachidis
12	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_pinisoli
11	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cihuensis
11	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_rubiinfantis
11	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_weihaiensis
10	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_thermozeamaize
10	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_oleivorans
10	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_niameyensis
10	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_swezeyi
9	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_wudalianchiensis
9	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_salacetis
9	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_litorisediminis
8	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_freudenreichii
8	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_massiliglaciei
8	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_norwichensis
7	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_mesophilus
6	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_solimangrovi
6	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_haikouensis
6	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_marinisedimentorum
6	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_alkalicellulosilyticus
6	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_kexueae
5	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_coahuilensis
5	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_andreraoultii
5	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_fonticola
4	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_pumilus
4	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_safensis
4	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_ectoiniformans
4	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_nakamurai
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_kwashiorkori
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_haynesii
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_suaedaesalsae
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_suaedae
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_mesophilum
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_gobiensis
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_testis
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_piscicola
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_carboniphilus
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_zhangzhouensis
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_glycinifermentans
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_alkalisoli
197	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia
1267	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_abyssalis
382	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_megaterium
93	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_endophytica
74	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_aryabhattai
31	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_filamentosa
28	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_flexa
28	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_koreensis
7	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_taiwanensis
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_sp._AB
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_sp._P5
1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_sp._TSO9
86	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus
146	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._Marseille-Q6967
83	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._DY30
47	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._CF12
28	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._WH10
20	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._YX16
20	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._SuZ13
9	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._MER_74
7	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sp._114
181	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_cucumis
174	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_niacini
110	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_bataviensis
50	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_endophyticus
48	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_mesonae
42	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_soli
42	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_massiliamazoniensis
40	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_drentensis
38	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_kokaensis
33	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_vireti
33	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_citreus
32	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_terrae
21	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_novalis
21	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_muris
19	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_fumarioli
19	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_rhizosphaerae
13	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_notoginsengisoli
8	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_piezotolerans
7	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_dielmonensis
6	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_thermocopriae
5	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_jeddahensis
3	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_rhizophilus
2	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_sedimentimangrovi
